population,province_name,city_name
146728,Cizre,Şırnak
3054,Fındık,Şırnak
4932,Güçlükonak,Şırnak
31962,İdil,Şırnak
4202,Karalar,Şırnak
2265,Sırtköy,Şırnak
3837,Balveren,Şırnak
3263,Kasrik,Şırnak
10063,Kumçatı,Şırnak
73315,Şırnak,Şırnak
7645,Başverimli,Şırnak
4939,Çalışkan,Şırnak
5094,Görümlü,Şırnak
112160,Silopi,Şırnak
3770,Hilal,Şırnak
7974,Şenoba,Şırnak
11484,Uludere,Şırnak
5068,Uzungeçit,Şırnak
2422,Akıncılar,Sivas
4227,Altınyayla,Sivas
2001,Deliilyas,Sivas
10807,Divriği,Sivas
1228,Doğanşar,Sivas
1629,Çepni,Sivas
10262,Gemerek,Sivas
3134,Sızır,Sivas
1045,Gölova,Sivas
10315,Gürün,Sivas
3309,Hafik,Sivas
2802,İmranlı,Sivas
8943,Kangal,Sivas
4207,Koyulhisar,Sivas
367154,Sivas,Sivas
2542,Yıldız,Sivas
1253,Cemel,Sivas
1889,Gürçayır,Sivas
23985,Şarkışla,Sivas
15699,Suşehri,Sivas
3013,Ulaş,Sivas
1940,Güneykaya,Sivas
6358,Yıldızeli,Sivas
11463,Zara,Sivas
218926,Çerkezköy,Tekirdağ
300296,Çorlu,Tekirdağ
68526,Ergene,Tekirdağ
30084,Hayrabolu,Tekirdağ
147610,Kapaklı,Tekirdağ
50727,Malkara,Tekirdağ
32104,Marmaraereğlisi,Tekirdağ
30455,Muratlı,Tekirdağ
51275,Saray,Tekirdağ
34091,Şarköy,Tekirdağ
223068,Süleymanpaşa,Tekirdağ
2367,Akarçay,Tokat
5071,Almus,Tokat
3750,Ataköy,Tokat
2107,Bağtaşı,Tokat
2427,Çevreli,Tokat
2889,Gölgeli,Tokat
2319,Kınık,Tokat
4681,Artova,Tokat
5361,Başçiftlik,Tokat
2605,Hatipli,Tokat
73373,Erbaa,Tokat
3856,Gökal,Tokat
4103,Karayaka,Tokat
4594,Tanoba,Tokat
4128,Çamlıbel,Tokat
4211,Çat,Tokat
2071,Emirseyit,Tokat
1890,Güryıldız,Tokat
156352,Tokat,Tokat
2315,Gökçeli,Tokat
3518,Gürçeşme,Tokat
2141,Kuyucak,Tokat
38926,Niksar,Tokat
3099,Serenli,Tokat
2436,Yazıcık,Tokat
3284,Yolkonak,Tokat
4809,Pazar,Tokat
3697,Üzümören,Tokat
3508,Baydarlı,Tokat
4391,Bereketli,Tokat
3541,Bozçalı,Tokat
2169,Çevrecik,Tokat
3382,Cimitekke,Tokat
2553,Demircili,Tokat
3997,Hasanşeyh,Tokat
9537,Reşadiye,Tokat
2242,Yolüstü,Tokat
4898,Sulusaray,Tokat
1989,Şenyurt,Tokat
61912,Turhal,Tokat
771,Kuşçu,Tokat
5112,Yeşilyurt,Tokat
33730,Zile,Tokat
130585,Akçaabat,Trabzon
49627,Araklı,Trabzon
31709,Arsin,Trabzon
23367,Beşikdüzü,Trabzon
15229,Çarşıbaşı,Trabzon
13674,Çaykara,Trabzon
3959,Dernekpazarı,Trabzon
13451,Düzköy,Trabzon
7916,Hayrat,Trabzon
4527,Köprübaşı,Trabzon
25472,Maçka,Trabzon
43879,Of,Trabzon
330836,Ortahisar,Trabzon
11161,Şalpazarı,Trabzon
25535,Sürmene,Trabzon
13785,Tonya,Trabzon
27219,Vakfıkebir,Trabzon
50339,Yomra,Trabzon
3390,Çemişgezek,Tunceli
3179,Hozat,Tunceli
1887,Akpazar,Tunceli
1252,Mazgirt,Tunceli
37092,Tunceli,Tunceli
1405,Nazımiye,Tunceli
3398,Ovacık,Tunceli
6374,Pertek,Tunceli
1478,Pülümür,Tunceli
16858,Banaz,Uşak
1896,Kızılcasöğüt,Uşak
15910,Eşme,Uşak
2051,Yeleğen,Uşak
5703,Karahallı,Uşak
236369,Uşak,Uşak
1968,Pınarbaşı,Uşak
1764,Selçikler,Uşak
7180,Sivaslı,Uşak
1785,Tatar,Uşak
6017,Ulubey,Uşak
12173,Bahçesaray,Van
41159,Başkale,Van
52614,Çaldıran,Van
17389,Çatak,Van
130768,Edremit,Van
170209,Erciş,Van
26597,Gevaş,Van
29982,Gürpınar,Van
356977,İpekyolu,Van
42986,Muradiye,Van
53966,Özalp,Van
17382,Saray,Van
165885,Tuşba,Van
10432,Altınova,Yalova
6881,Kaytazdere,Yalova
8452,Subaşı,Yalova
4444,Tavşanlı,Yalova
9135,Armutlu,Yalova
48590,Çiftlikköy,Yalova
4608,Taşköprü,Yalova
20832,Çınarcık,Yalova
4084,Esenköy,Yalova
8220,Koru,Yalova
4278,Teşvikiye,Yalova
10731,Kadıköy,Yalova
130979,Yalova,Yalova
3821,Termal,Yalova
21447,Akdağmadeni,Yozgat
1704,Belekçahan,Yozgat
1305,Oluközü,Yozgat
1971,Umutlu,Yozgat
2975,Aydıncık,Yozgat
3126,Baydiğin,Yozgat
19811,Boğazlıyan,Yozgat
2333,Ovakent,Yozgat
1503,Sırçalı,Yozgat
1452,Uzunlu,Yozgat
2658,Yamaçlı,Yozgat
1811,Yenipazar,Yozgat
3573,Çandır,Yozgat
5182,Çayıralan,Yozgat
1992,Konuklar,Yozgat
9391,Çekerek,Yozgat
1986,Özükavak,Yozgat
2310,Halıköy,Yozgat
5188,Kadışehri,Yozgat
92040,Yozgat,Yozgat
995,Dedefakılı,Yozgat
1603,Ozan,Yozgat
6168,Saraykent,Yozgat
2831,Karayakup,Yozgat
18720,Sarıkaya,Yozgat
8901,Şefaatli,Yozgat
1794,Araplı,Yozgat
2256,Bahadın,Yozgat
1777,Çiğdemli,Yozgat
2211,Doğankent,Yozgat
1984,Eymir,Yozgat
1714,Gülşehri,Yozgat
55630,Sorgun,Yozgat
1800,Yeniyer,Yozgat
2639,Yenifakılı,Yozgat
26220,Yerköy,Yozgat
20807,Alaplı,Zonguldak
2145,Gümeli,Zonguldak
31890,Çaycuma,Zonguldak
4995,Filyos,Zonguldak
2789,Karapınar,Zonguldak
2295,Nebioğlu,Zonguldak
4564,Perşembe,Zonguldak
3977,Saltukova,Zonguldak
7527,Çaydeğirmeni,Zonguldak
26972,Devrek,Zonguldak
121619,Ereğli,Zonguldak
8085,Gülüç,Zonguldak
3078,Kandilli,Zonguldak
2128,Ormanlı,Zonguldak
3685,Bakacakkadı,Zonguldak
8813,Gökçebey,Zonguldak
6266,Çatalağzı,Zonguldak
2712,Gelik,Zonguldak
19965,Kilimli,Zonguldak
1619,Muslu,Zonguldak
43932,Kozlu,Zonguldak
2547,Beycuma,Zonguldak
2792,Elvanpazarcık,Zonguldak
1943,Karaman,Zonguldak
99805,Zonguldak,Zonguldak
430177,Elâzığ,Elâzığ
